,event,position,athelete,country,mark,sex,event_number
5,1500 Metres,6,MARCIN LEWANDOWSKI,POL,3:36.02,men,-31
6,1500 Metres,7,NICK WILLIS,NZL,3:36.82,men,-31
7,1500 Metres,8,ASBEL KIPROP,KEN,3:37.24,men,-31
8,1500 Metres,9,JOHN GREGOREK,USA,3:37.56,men,-31
9,1500 Metres,10,FOUAD EL KAAM,MAR,3:37.72,men,-31
10,1500 Metres,11,CHRIS O'HARE,GBR,3:38.28,men,-31
0,4x100 Metres,1,UNITED STATES,USA,41.47,Relay women,6
1,4x100 Metres,2,JAMAICA,JAM,42.10,Relay women,6
2,4x100 Metres,3,FRANCE,FRA,42.21,Relay women,6
3,4x100 Metres,4,GERMANY,GER,42.44,Relay women,6
4,4x100 Metres,5,RUSSIA,RUS,42.50,Relay women,6
5,4x100 Metres,6,BAHAMAS,BAH,42.77,Relay women,6
6,4x100 Metres,7,NIGERIA,NGR,43.27,Relay women,6
7,4x100 Metres,8,PR OF CHINA,CHN,43.32,Relay women,6
0,5000 Metres,1,RICHARD KIPKEMEI LIMO,KEN,13:00.77,men,8
1,5000 Metres,2,MILLION WOLDE,ETH,13:03.47,men,8
2,5000 Metres,3,JOHN KEMBOI KIBOWEN,KEN,13:05.20,men,8
3,5000 Metres,4,ALBERTO GARCÍA,ESP,13:05.60,men,8
4,5000 Metres,5,ISMAÏL SGHYR,FRA,13:07.71,men,8
5,5000 Metres,6,SAMMY KIPKETER CHERUIYOT,KEN,13:08.46,men,8
6,5000 Metres,7,ABIYOTE ABATE,ETH,13:14.07,men,8
7,5000 Metres,8,HAILU MEKONNEN,ETH,13:20.24,men,8
8,5000 Metres,9,MARIUS BAKKEN,NOR,13:22.07,men,8
9,5000 Metres,10,ADAM GOUCHER,USA,13:24.00,men,8
10,5000 Metres,11,DRISS EL HIMER,FRA,13:28.14,men,8
11,5000 Metres,12,MOHAMMED AMYN,MAR,13:28.90,men,8
12,5000 Metres,13,MOHAMED SAÏD EL WARDI,MAR,13:43.40,men,8
13,5000 Metres,14,ISAAC VICIOSA,ESP,14:01.32,men,8
0,High Jump,1,MARTIN BUSS,GER,2.36,men,8
1,High Jump,2,YAROSLAV RYBAKOV,RUS,2.33,men,8
2,High Jump,2,VYACHESLAV VORONIN,RUS,2.33,men,8
3,High Jump,4,STEFAN HOLM,SWE,2.3,men,8
4,High Jump,4,SERGEY KLYUGIN,RUS,2.3,men,8
5,High Jump,6,MARK BOSWELL,CAN,2.25,men,8
6,High Jump,6,STAFFAN STRAND,SWE,2.25,men,8
7,High Jump,8,KWAKU BOATENG,CAN,2.25,men,8
8,High Jump,9,ABDERRAHMANE HAMMAD,ALG,2.2,men,8
9,High Jump,9,CHARLES AUSTIN,USA,2.2,men,8
10,High Jump,11,GILMAR MAYO,COL,2.2,men,8
0,Discus Throw,1,ROBERT HARTING,GER,69.11,men,14
1,Discus Throw,2,PIOTR MAŁACHOWSKI,POL,68.36,men,14
2,Discus Throw,3,GERD KANTER,EST,65.19,men,14
3,Discus Throw,4,MARTIN WIERIG,GER,65.02,men,14
4,Discus Throw,5,VICTOR HOGAN,RSA,64.35,men,14
5,Discus Throw,6,ROBERT URBANEK,POL,64.32,men,14
6,Discus Throw,7,VIKAS GOWDA,IND,64.03,men,14
7,Discus Throw,8,VIKTOR BUTENKO,RUS,63.38,men,14
8,Discus Throw,9,JENNIFER FRANK CASAÑAS,ESP,62.89,men,14
9,Discus Throw,10,JORGE FERNÁNDEZ,CUB,62.88,men,14
10,Discus Throw,11,JULIAN WRUCK,AUS,62.4,men,14
11,Discus Throw,12,MARIO PESTANO,ESP,61.88,men,14
0,Shot Put,1,VALERIE ADAMS,NZL,20.88,women,14
1,Shot Put,2,CHRISTINA SCHWANITZ,GER,20.41,women,14
2,Shot Put,3,LIJIAO GONG,CHN,19.95,women,14
3,Shot Put,4,MICHELLE CARTER,USA,19.94,women,14
4,Shot Put,5,LING LI,CHN,18.39,women,14
5,Shot Put,6,IRINA TARASOVA,RUS,18.37,women,14
6,Shot Put,7,TIA BROOKS,USA,18.09,women,14
7,Shot Put,8,GALYNA TURCHYN,UKR,18.08,women,14
8,Shot Put,9,XIANGRONG LIU,CHN,18.04,women,14
9,Shot Put,10,NATALIA DUCÓ,CHI,18.02,women,14
10,Shot Put,11,ALENA ABRAMCHUK,BLR,17.7,women,14
0,Triple Jump,1,PARASKEVÍ TSIAMÍTA,GRE,14.88,women,7
1,Triple Jump,2,YAMILÉ ALDAMA,CUB,14.61,women,7
2,Triple Jump,3,ÓLGA VASDÉKI,GRE,14.61,women,7
3,Triple Jump,4,TATYANA LEBEDEVA,RUS,14.55,women,7
4,Triple Jump,5,IVA PRANDZHEVA,BUL,14.54,women,7
5,Triple Jump,6,ŠÁRKA KAŠPARKOVA,CZE,14.54,women,7
6,Triple Jump,7,OLENA HOVOROVA,UKR,14.47,women,7
7,Triple Jump,8,CRISTINA NICOLAU,ROU,14.38,women,7
8,Triple Jump,9,OKSANA ROGOVA,RUS,14.16,women,7
9,Triple Jump,10,BAYA RAHOULI,ALG,14.0,women,7
10,Triple Jump,11,ADELINA GAVRILA,ROU,13.87,women,7
11,Triple Jump,12,ASHIA HANSEN,GBR,13.39,women,7
0,Javelin Throw,1,AKI PARVIAINEN,FIN,89.52,men,7
1,Javelin Throw,2,KONSTANTINOS GATSIOUDIS,GRE,89.18,men,7
2,Javelin Throw,3,JAN ZELEZNÝ,CZE,87.67,men,7
3,Javelin Throw,4,PÅL ARNE FAGERNES,NOR,86.24,men,7
4,Javelin Throw,5,RAYMOND HECHT,GER,85.92,men,7
5,Javelin Throw,6,BORIS HENRY,GER,85.43,men,7
6,Javelin Throw,7,EMETERIO GONZÁLEZ,CUB,84.32,men,7
7,Javelin Throw,8,STEVE BACKLEY,GBR,83.84,men,7
8,Javelin Throw,9,SERGEY MAKAROV,RUS,83.2,men,7
9,Javelin Throw,10,ERIKS RAGS,LAT,81.64,men,7
10,Javelin Throw,11,HARRI HAATAINEN,FIN,80.92,men,7
11,Javelin Throw,12,MATTI NÄRHI,FIN,79.47,men,7
0,Hammer Throw,1,PAWEŁ FAJDEK,POL,80.5,men,-29
1,Hammer Throw,2,QUENTIN BIGOT,FRA,78.19,men,-29
2,Hammer Throw,3,BENCE HALÁSZ,HUN,78.18,men,-29
3,Hammer Throw,3,WOJCIECH NOWICKI,POL,77.69,men,-29
4,Hammer Throw,5,MYKHAYLO KOKHAN,UKR,77.39,men,-29
5,Hammer Throw,6,EIVIND HENRIKSEN,NOR,77.38,men,-29
6,Hammer Throw,7,JAVIER CIENFUEGOS,ESP,76.57,men,-29
7,Hammer Throw,8,HLEB DUDARAU,BLR,76.0,men,-29
8,Hammer Throw,9,ASHRAF AMGAD EL SEIFY,QAT,75.41,men,-29
9,Hammer Throw,10,NICK MILLER,GBR,75.31,men,-29
10,Hammer Throw,11,RUDY WINKLER,USA,75.2,men,-29
11,Hammer Throw,12,YEVGENIY KOROTOVSKIY,ANA,75.14,men,-29
0,800 Metres,1,HALIMAH NAKAAYI,UGA,1:58.04,women,-29
1,800 Metres,2,RAEVYN ROGERS,USA,1:58.18,women,-29
2,800 Metres,3,AJEE WILSON,USA,1:58.84,women,-29
3,800 Metres,4,WINNIE NANYONDO,UGA,1:59.18,women,-29
4,800 Metres,5,EUNICE JEPKOECH SUM,KEN,1:59.71,women,-29
5,800 Metres,6,NATOYA GOULE,JAM,2:00.11,women,-29
6,800 Metres,7,RABABE ARAFI,MAR,2:00.48,women,-29
7,800 Metres,8,CE'AIRA BROWN,USA,2:02.97,women,-29
0,400 Metres,1,MICHAEL JOHNSON,USA,43.18,men,7
1,400 Metres,2,SANDERLEI PARRELA,BRA,44.29,men,7
2,400 Metres,3,ALEJANDRO MANUEL CÁRDENAS,MEX,44.31,men,7
3,400 Metres,4,MARK RICHARDSON,GBR,44.65,men,7
4,400 Metres,5,GREGORY HAUGHTON,JAM,45.07,men,7
5,400 Metres,6,JAMIE BAULCH,GBR,45.18,men,7
0,Long Jump,1,FIONA MAY,ITA,6.98,women,5
1,Long Jump,2,NIURKA MONTALVO,CUB,6.86,women,5
2,Long Jump,3,IRINA MUSHAILOVA,RUS,6.83,women,5
3,Long Jump,4,OLGA RUBLYOVA,RUS,6.78,women,5
4,Long Jump,5,VALENTINA UCCHEDDU,ITA,6.76,women,5
5,Long Jump,6,JACKIE JOYNER-KERSEE,USA,6.74,women,5
6,Long Jump,7,AGATA KARCZMAREK,POL,6.71,women,5
7,Long Jump,8,VIKTORIYA VERSHYNINA,UKR,6.66,women,5
8,Long Jump,9,HEIKE DRECHSLER,GER,6.64,women,5
9,Long Jump,10,INESSA KRAVETS,UKR,6.57,women,5
10,Long Jump,11,OLENA KHLOPOTNOVA,UKR,6.53,women,5
11,Long Jump,12,CHANTAL BRUNNER,NZL,6.43,women,5
0,High Jump,1,TROY KEMP,BAH,2.37,men,5
1,High Jump,2,JAVIER SOTOMAYOR,CUB,2.37,men,5
2,High Jump,3,ARTUR PARTYKA,POL,2.35,men,5
3,High Jump,4,STEVE SMITH,GBR,2.35,men,5
4,High Jump,4,STEINAR HOEN,NOR,2.35,men,5
5,High Jump,6,PATRIK SJÖBERG,SWE,2.32,men,5
6,High Jump,7,TONY BARTON,USA,2.29,men,5
7,High Jump,8,TIM FORSYTH,AUS,2.25,men,5
8,High Jump,8,JAROSLAW KOTEWICZ,POL,2.25,men,5
9,High Jump,8,DRAGUTIN TOPIC,SCG,2.25,men,5
10,High Jump,11,IAN THOMPSON,BAH,2.25,men,5
11,High Jump,12,HONGYONG BI,CHN,2.15,men,5
0,Long Jump,1,LUVO MANYONGA,RSA,8.48,men,-31
1,Long Jump,2,JARRION LAWSON,USA,8.44,men,-31
2,Long Jump,3,RUSWAHL SAMAAI,RSA,8.32,men,-31
3,Long Jump,4,ALEKSANDR MENKOV,ANA,8.27,men,-31
4,Long Jump,5,MAYKEL MASSÓ,CUB,8.26,men,-31
5,Long Jump,6,YUHAO SHI,CHN,8.23,men,-31
6,Long Jump,7,JIANAN WANG,CHN,8.23,men,-31
7,Long Jump,8,MICHEL TORNÉUS,SWE,8.18,men,-31
8,Long Jump,9,EMILIANO LASA,URU,8.11,men,-31
9,Long Jump,10,RADEK JUŠKA,CZE,8.02,men,-31
10,Long Jump,11,FABRICE LAPIERRE,AUS,7.93,men,-31
11,Long Jump,12,DAMAR FORBES,JAM,7.91,men,-31
0,3000 Metres,1,CONSESLUS KIPRUTO,KEN,8:14.12,Steeplechase men,-31
1,3000 Metres,2,SOUFIANE EL BAKKALI,MAR,8:14.49,Steeplechase men,-31
2,3000 Metres,3,EVAN JAGER,USA,8:15.53,Steeplechase men,-31
3,3000 Metres,4,MAHIEDINE MEKHISSI,FRA,8:15.80,Steeplechase men,-31
4,3000 Metres,5,STANLEY KIPKOECH KEBENEI,USA,8:21.09,Steeplechase men,-31
5,3000 Metres,6,MATTHEW HUGHES,CAN,8:21.84,Steeplechase men,-31
6,3000 Metres,7,TESFAYE DERIBA,ETH,8:22.12,Steeplechase men,-31
7,3000 Metres,8,TAFESE SEBOKA,ETH,8:23.02,Steeplechase men,-31
8,3000 Metres,9,GETNET WALE,ETH,8:25.28,Steeplechase men,-31
9,3000 Metres,10,ALBERT CHEMUTAI,UGA,8:25.94,Steeplechase men,-31
10,3000 Metres,11,EZEKIEL KEMBOI,KEN,8:29.38,Steeplechase men,-31
11,3000 Metres,12,JAIRUS KIPCHOGE BIRECH,KEN,8:32.90,Steeplechase men,-31
12,3000 Metres,13,YOANN KOWAL,FRA,8:34.53,Steeplechase men,-31
13,3000 Metres,14,JACOB ARAPTANY,UGA,8:49.18,Steeplechase men,-31
0,100 Metres,1,LUDMILA ENGQUIST,URS,12.59,Hurdles women,3
1,100 Metres,2,GAIL DEVERS,USA,12.63,Hurdles women,3
2,100 Metres,3,NATALYA GRIGORYEVA,URS,12.69,Hurdles women,3
3,100 Metres,4,MONIQUE ÉWANJÉ-ÉPÉE TOURRET,FRA,12.84,Hurdles women,3
4,100 Metres,5,JULIE BAUMANN,SUI,12.88,Hurdles women,3
5,100 Metres,6,FLORENCE COLLE,FRA,13.01,Hurdles women,3
6,100 Metres,7,ALIUSKA LÓPEZ,CUB,13.06,Hurdles women,3
7,100 Metres,8,KRISTIN PATZWAHL,GER,13.07,Hurdles women,3
0,Shot Put,1,WERNER GÜNTHÖR,SUI,21.67,men,3
1,Shot Put,2,LARS ARVID NILSEN,NOR,20.75,men,3
2,Shot Put,3,OLEKSANDR KLYMENKO,URS,20.34,men,3
3,Shot Put,4,OLIVER-SVEN BUDER,GER,20.1,men,3
4,Shot Put,5,SERGEY NIKOLAYEV,URS,19.98,men,3
5,Shot Put,6,KENT LARSSON,SWE,19.92,men,3
6,Shot Put,7,DRAGAN PERIC,YUG,19.83,men,3
7,Shot Put,8,RON BACKES,USA,19.34,men,3
8,Shot Put,9,GERT WEIL,CHI,19.3,men,3
9,Shot Put,10,PAUL EDWARDS,GBR,18.91,men,3
10,Shot Put,11,ALESSANDRO ANDREI,ITA,18.73,men,3
0,Discus Throw,1,VIRGILIJUS ALEKNA,LTU,69.69,men,9
1,Discus Throw,2,RÓBERT FAZEKAS,HUN,69.01,men,9
2,Discus Throw,3,VASILI KAPTYUKH,BLR,66.51,men,9
3,Discus Throw,4,LARS RIEDEL,GER,66.28,men,9
4,Discus Throw,5,MICHAEL MÖLLENBECK,GER,66.23,men,9
5,Discus Throw,6,FRANTZ KRUGER,RSA,65.26,men,9
6,Discus Throw,7,ALEKSANDER TAMMERT,EST,64.5,men,9
7,Discus Throw,8,MARIO PESTANO,ESP,64.39,men,9
8,Discus Throw,9,CARL BROWN,USA,62.66,men,9
9,Discus Throw,10,DMITRIY SHEVCHENKO,RUS,62.28,men,9
10,Discus Throw,11,JASON TUNKS,CAN,62.21,men,9
11,Discus Throw,12,LEONID CHEREVKO,BLR,61.9,men,9
0,Hammer Throw,1,YIPSI MORENO,CUB,73.33,women,9
1,Hammer Throw,2,OLGA KUZENKOVA,RUS,71.71,women,9
2,Hammer Throw,3,MANUELA MONTEBRUN,FRA,70.92,women,9
3,Hammer Throw,4,YUAN GU,CHN,70.77,women,9
4,Hammer Throw,5,SUSANNE KEIL,GER,69.43,women,9
5,Hammer Throw,6,MIHAELA MELINTE,ROU,68.69,women,9
6,Hammer Throw,7,ANNA MAHON,USA,68.45,women,9
7,Hammer Throw,8,KAMILA SKOLIMOWSKA,POL,68.39,women,9
8,Hammer Throw,9,CANDICE SCOTT,TTO,67.73,women,9
9,Hammer Throw,10,LORRAINE SHAW,GBR,65.95,women,9
10,Hammer Throw,11,BETTY HEIDLER,GER,65.81,women,9
0,Javelin Throw,1,DEMEI XU,CHN,68.78,women,3
1,Javelin Throw,2,PETRA FELKE-MEIER,GER,68.68,women,3
2,Javelin Throw,3,SILKE RENK,GER,66.8,women,3
3,Javelin Throw,4,NATALYA CHERNIYENKO,URS,65.22,women,3
4,Javelin Throw,5,TRINE HATTESTAD,NOR,63.36,women,3
5,Javelin Throw,6,LOUISE MCPAUL-CURREY,AUS,63.34,women,3
6,Javelin Throw,7,DULCE GARCÍA,CUB,62.68,women,3
7,Javelin Throw,8,PÄIVI ALAFRANTTI,FIN,62.26,women,3
8,Javelin Throw,9,HELI RANTANEN,FIN,60.96,women,3
9,Javelin Throw,10,ANNA VEROULI,GRE,59.12,women,3
10,Javelin Throw,11,NATALYA SHIKOLENKO,URS,58.82,women,3
11,Javelin Throw,12,KAREN FORKEL,GER,57.9,women,3
0,100 Metres,1,KATRIN KRABBE,GER,10.99,women,3
1,100 Metres,2,GWEN TORRENCE,USA,11.03,women,3
2,100 Metres,3,MERLENE OTTEY,JAM,11.06,women,3
3,100 Metres,4,IRINA PRIVALOVA,URS,11.16,women,3
4,100 Metres,5,EVELYN ASHFORD,USA,11.3,women,3
5,100 Metres,6,JULIET CUTHBERT,JAM,11.33,women,3
6,100 Metres,7,MARY ONYALI-OMAGBEMI,NGR,11.39,women,3
7,100 Metres,8,CARLETTE GUIDRY-WHITE,USA,11.52,women,3
0,4x400 Metres,1,USSR,URS,3:18.43,Relay women,3
1,4x400 Metres,2,UNITED STATES,USA,3:20.15,Relay women,3
2,4x400 Metres,3,GERMANY,GER,3:21.25,Relay women,3
3,4x400 Metres,4,GREAT BRITAIN & N.I.,GBR,3:22.01,Relay women,3
4,4x400 Metres,5,NIGERIA,NGR,3:24.45,Relay women,3
5,4x400 Metres,6,CANADA,CAN,3:27.42,Relay women,3
6,4x400 Metres,7,SPAIN,ESP,3:27.57,Relay women,3
7,4x400 Metres,8,HUNGARY,HUN,3:29.07,Relay women,3
0,400 Metres,1,ANA GUEVARA,MEX,48.89,women,9
1,400 Metres,2,LORRAINE FENTON,JAM,49.43,women,9
2,400 Metres,3,AMY MBACKE THIAM,SEN,49.95,women,9
3,400 Metres,4,NATALYA NAZAROVA,RUS,49.98,women,9
4,400 Metres,5,TONIQUE WILLIAMS-DARLING,BAH,50.38,women,9
5,400 Metres,6,OLESYA ZYKINA,RUS,50.59,women,9
6,400 Metres,7,LEE MCCONNELL,GBR,51.07,women,9
7,400 Metres,8,SVETLANA POSPELOVA,RUS,51.30,women,9
0,50 Kilometres,1,ROBERT KORZENIOWSKI,POL,3:36:03,Race Walk men,9
1,50 Kilometres,2,GERMAN SKURYGIN,RUS,3:36:42,Race Walk men,9
2,50 Kilometres,3,ANDREAS ERM,GER,3:37:46,Race Walk men,9
3,50 Kilometres,4,ALEKSEY VOYEVODIN,RUS,3:38:01,Race Walk men,9
4,50 Kilometres,5,DENIS NIZHEGORODOV,RUS,3:38:23,Race Walk men,9
5,50 Kilometres,6,JESÚS ÁNGEL GARCÍA,ESP,3:43:56,Race Walk men,9
6,50 Kilometres,7,ROMAN MAGDZIARCZYK,POL,3:44:53,Race Walk men,9
7,50 Kilometres,8,TROND NYMARK,NOR,3:46:14,Race Walk men,9
8,50 Kilometres,9,SERGEY KOREPANOV,KAZ,3:47:42,Race Walk men,9
9,50 Kilometres,10,DENIS LANGLOIS,FRA,3:49:05,Race Walk men,9
10,50 Kilometres,11,EDDY RIVA,FRA,3:53:18,Race Walk men,9
11,50 Kilometres,12,GERMÁN SÁNCHEZ,MEX,3:53:24,Race Walk men,9
12,50 Kilometres,13,PETER KORCOK,SVK,3:54:12,Race Walk men,9
13,50 Kilometres,14,MIKEL ODRIOZOLA,ESP,3:56:27,Race Walk men,9
14,50 Kilometres,15,FREDRIK SVENSSON,SWE,3:56:31,Race Walk men,9
15,50 Kilometres,16,SPIRÍDON KASTÁNIS,GRE,3:56:41,Race Walk men,9
16,50 Kilometres,17,PEDRO MARTINS,POR,3:58:10,Race Walk men,9
17,50 Kilometres,18,BENGT BENGTSSON,SWE,3:58:36,Race Walk men,9
18,50 Kilometres,19,TIM BERRETT,CAN,4:02:03,Race Walk men,9
0,200 Metres,1,KATRIN KRABBE,GER,22.09,women,3
1,200 Metres,2,GWEN TORRENCE,USA,22.16,women,3
2,200 Metres,3,MERLENE OTTEY,JAM,22.21,women,3
3,200 Metres,4,IRINA PRIVALOVA,URS,22.28,women,3
4,200 Metres,5,GALINA MALCHUGINA,URS,22.66,women,3
5,200 Metres,6,DANNETTE YOUNG-STONE,USA,22.87,women,3
6,200 Metres,7,PAULINE DAVIS-THOMPSON,BAH,22.9,women,3
7,200 Metres,8,YELENA VINOGRADOVA,URS,23.1,women,3
0,110 Metres,1,OMAR MCLEOD,JAM,13.04,Hurdles men,-31
1,110 Metres,2,SERGEY SHUBENKOV,ANA,13.14,Hurdles men,-31
2,110 Metres,3,BALÁZS BAJI,HUN,13.28,Hurdles men,-31
3,110 Metres,4,GARFIELD DARIEN,FRA,13.3,Hurdles men,-31
4,110 Metres,5,ARIES MERRITT,USA,13.31,Hurdles men,-31
5,110 Metres,6,SHANE BRATHWAITE,BAR,13.32,Hurdles men,-31
6,110 Metres,7,ORLANDO ORTEGA,ESP,13.37,Hurdles men,-31
7,110 Metres,8,HANSLE PARCHMENT,JAM,13.37,Hurdles men,-31
0,Marathon,1,ROSE CHELIMO,BRN,2:27:11,women,-31
1,Marathon,2,EDNA NGERINGWONY KIPLAGAT,KEN,2:27:18,women,-31
2,Marathon,3,AMY CRAGG,USA,2:27:18,women,-31
3,Marathon,4,FLOMENA CHEYECH DANIEL,KEN,2:27:21,women,-31
4,Marathon,5,SHURE DEMISE,ETH,2:27:58,women,-31
5,Marathon,6,EUNICE JEPKIRUI KIRWA,BRN,2:28:17,women,-31
6,Marathon,7,HELAH JELAGAT KIPROP,KEN,2:28:19,women,-31
7,Marathon,8,MARE DIBABA,ETH,2:28:49,women,-31
8,Marathon,9,JESSICA TRENGOVE,AUS,2:28:59,women,-31
9,Marathon,10,BIRHANE DIBABA,ETH,2:29:01,women,-31
10,Marathon,11,SERENA BURLA,USA,2:29:32,women,-31
11,Marathon,12,ASELEFECH MERGIA,ETH,2:29:43,women,-31
12,Marathon,13,CHARLOTTE PURDUE,GBR,2:29:48,women,-31
13,Marathon,14,EVA VRABCOVÁ NYVLTOVÁ,CZE,2:29:56,women,-31
14,Marathon,15,HYE-GYONG KIM,PRK,2:30:29,women,-31
15,Marathon,16,MAO KIYOTA,JPN,2:30:36,women,-31
16,Marathon,17,YUKA ANDO,JPN,2:31:31,women,-31
17,Marathon,18,ALYSON DIXON,GBR,2:31:36,women,-31
18,Marathon,19,HELALIA JOHANNES,NAM,2:32:01,women,-31
19,Marathon,20,SINEAD DIVER,AUS,2:33:26,women,-31
20,Marathon,21,MARTA ESTEBAN,ESP,2:33:37,women,-31
21,Marathon,22,FATE TOLA,GER,2:33:39,women,-31
22,Marathon,23,IZABELA TRZASKALSKA,POL,2:35:03,women,-31
23,Marathon,24,MILLY CLARK,AUS,2:35:27,women,-31
24,Marathon,25,ANNE-MARI HYRYLÄINEN,FIN,2:35:33,women,-31
25,Marathon,26,INÉS MELCHOR,PER,2:35:34,women,-31
26,Marathon,27,RISA SHIGETOMO,JPN,2:36:03,women,-31
27,Marathon,28,FILOMENA COSTA,POR,2:36:42,women,-31
28,Marathon,29,UN OK JO,PRK,2:36:46,women,-31
29,Marathon,30,BEATA NAIGAMBO,NAM,2:37:24,women,-31
30,Marathon,31,ILONA MARHELE,LAT,2:37:40,women,-31
31,Marathon,32,ROSA CHACHA,ECU,2:37:50,women,-31
32,Marathon,33,CLAIRE MCCARTHY,IRL,2:38:26,women,-31
33,Marathon,34,KYUNGHEE LIM,KOR,2:38:38,women,-31
34,Marathon,35,DAGMARA HANDZLIK,CYP,2:38:52,women,-31
35,Marathon,36,KATARZYNA KOWALSKA,POL,2:39:39,women,-31
36,Marathon,37,LINDSAY FLANAGAN,USA,2:39:47,women,-31
37,Marathon,38,SEONGEUN KIM,KOR,2:39:52,women,-31
38,Marathon,39,KATHARINA HEINIG,GER,2:39:59,women,-31
39,Marathon,40,MAPASEKA MAKHANYA,RSA,2:40:15,women,-31
40,Marathon,41,LONAH CHEMTAI SALPETER,ISR,2:40:22,women,-31
41,Marathon,42,VIKTORIIA POLIUDINA,KGZ,2:40:28,women,-31
42,Marathon,43,TRACY BARLOW,GBR,2:41:03,women,-31
43,Marathon,44,DARYA MYKHAYLOVA,UKR,2:41:29,women,-31
44,Marathon,45,VAIDA ŽŪSINAITĖ,LTU,2:41:44,women,-31
45,Marathon,46,PAULA GONZÁLEZ,ESP,2:42:47,women,-31
46,Marathon,47,RUTENDO JOAN NYAHORA,ZIM,2:42:53,women,-31
47,Marathon,48,TETYANA VERNYHOR,UKR,2:43:12,women,-31
48,Marathon,49,WILMA ARIZAPANA,PER,2:43:13,women,-31
49,Marathon,50,LAVINIA HAITOPE,NAM,2:44:02,women,-31
50,Marathon,51,TARAH KORIR,CAN,2:44:30,women,-31
51,Marathon,52,KHISHIGSAIKHAN GALBADRAKH,MGL,2:44:48,women,-31
52,Marathon,53,ANITA KAŽEMAKA,LAT,2:44:49,women,-31
53,Marathon,54,KYUNGSUN CHOI,KOR,2:45:46,women,-31
54,Marathon,55,DAILÍN BELMONTE,CUB,2:46:15,women,-31
55,Marathon,56,SARA RAMADHANI,TAN,2:46:23,women,-31
56,Marathon,57,BOJANA BJELJAC,CRO,2:46:46,women,-31
57,Marathon,58,MUNKHZAYA BAYARTSOGT,MGL,2:46:59,women,-31
58,Marathon,59,JENNA LEIGH CHALLENOR,RSA,2:47:22,women,-31
59,Marathon,60,LISA RING,SWE,2:48:39,women,-31
60,Marathon,61,CARMEN TOAQUIZA,ECU,2:48:45,women,-31
61,Marathon,62,ROSA GODOY,ARG,2:49:30,women,-31
62,Marathon,63,MAOR TIYOURI,ISR,2:49:45,women,-31
63,Marathon,64,MONIKA ATHARE,IND,2:49:54,women,-31
64,Marathon,65,QINGHONG LIU,CHN,2:52:21,women,-31
65,Marathon,66,IULIIA ANDREEVA,KGZ,2:53:17,women,-31
66,Marathon,67,LILIANA MARIA DRAGOMIR,ROU,2:53:30,women,-31
67,Marathon,68,MAYADA AL SAYAD,PLE,2:54:58,women,-31
68,Marathon,69,MATEA MATOSEVIĆ,CRO,2:55:06,women,-31
69,Marathon,70,DAYNA PIDHORESKY,CAN,2:56:15,women,-31
70,Marathon,71,GLORIA PRIVILETZIO,GRE,2:57:06,women,-31
71,Marathon,72,ANGELA BRITO,ECU,2:58:21,women,-31
72,Marathon,73,YELENA NANAZIASHVILI,KAZ,2:58:32,women,-31
73,Marathon,74,FORTUNATE CHIDZIVO,ZIM,2:58:51,women,-31
74,Marathon,75,TEODORA SIMOVIC,SRB,2:59:01,women,-31
75,Marathon,76,NIKOLINA STEPAN,CRO,2:59:43,women,-31
76,Marathon,77,MARIA GRAZZIA BIANCHI,VEN,3:04:11,women,-31
77,Marathon,78,MARISA CASANUEVA,ESP,3:05:03,women,-31
0,400 Metres,1,MARIE-JOSÉ PÉREC,FRA,49.28,women,5
1,400 Metres,2,PAULINE DAVIS-THOMPSON,BAH,49.96,women,5
2,400 Metres,3,JEARL MILES CLARK,USA,50.0,women,5
3,400 Metres,4,CATHY FREEMAN,AUS,50.6,women,5
4,400 Metres,5,FATIMA YUSUF,NGR,50.7,women,5
5,400 Metres,6,FALILAT OGUNKOYA,NGR,50.77,women,5
6,400 Metres,7,MAICEL MALONE-WALLACE,USA,50.99,women,5
7,400 Metres,8,SANDIE RICHARDS,JAM,51.13,women,5
0,Marathon,1,MARIA MANUELA MACHADO,POR,2:25:39,women,5
1,Marathon,2,ANUTA CATUNA,ROU,2:26:25,women,5
2,Marathon,3,ORNELLA FERRARA,ITA,2:30:11,women,5
3,Marathon,4,MALGORZATA SOBANSKA,POL,2:31:10,women,5
4,Marathon,5,RITVA LEMETTINEN-MELENDER,FIN,2:31:19,women,5
5,Marathon,6,MÓNICA PONT,ESP,2:31:53,women,5
6,Marathon,7,LINDA SOMERS SMITH,USA,2:32:12,women,5
7,Marathon,8,SONJA OBEREM,GER,2:32:17,women,5
8,Marathon,9,SACHIYO SEIYAMA,JPN,2:33:07,women,5
9,Marathon,10,LIDIA SIMON,ROU,2:33:18,women,5
10,Marathon,11,MIKI IGARASHI,JPN,2:34:34,women,5
11,Marathon,12,YUKARI KOMATSU,JPN,2:35:33,women,5
12,Marathon,13,KIRSI MATTILA,FIN,2:35:39,women,5
13,Marathon,14,JANE SALUMÄE,EST,2:35:53,women,5
14,Marathon,15,KERRYN MCCANN,AUS,2:36:29,women,5
15,Marathon,16,KIM JONES,USA,2:37:06,women,5
16,Marathon,17,INGMARIE NILSSON,SWE,2:37:17,women,5
17,Marathon,18,SUSAN MAHONY,AUS,2:37:38,women,5
18,Marathon,19,FATUMA ROBA,ETH,2:39:27,women,5
19,Marathon,20,NELLY GLAUSER,SUI,2:40:42,women,5
